Id,home_market,away_market,LineProvider,Spread,FormattedSpread
401531337,Tulsa,Arkansas-Pine Bluff,DraftKings,-40.5,Tulsa -40.5
401531337,Tulsa,Arkansas-Pine Bluff,Bovada,-38.5,Tulsa -38.5
401531337,Tulsa,Arkansas-Pine Bluff,William Hill (New Jersey),-41,Tulsa -41
401532394,Eastern Michigan,Howard,William Hill (New Jersey),-20,Eastern Michigan -20
401525463,Miami,Miami (OH),Bovada,-16.5,Miami -16.5
401525463,Miami,Miami (OH),DraftKings,-16.5,Miami -16.5
401525463,Miami,Miami (OH),teamrankings,-17,Miami -17
401525463,Miami,Miami (OH),William Hill (New Jersey),-16.5,Miami -16.5
401525462,Georgia Tech,Louisville,Bovada,7.5,Louisville -7.5
401525462,Georgia Tech,Louisville,DraftKings,7.5,Louisville -7.5
401525462,Georgia Tech,Louisville,teamrankings,8,Louisville -8
401525462,Georgia Tech,Louisville,consensus,8,Louisville -8
401525462,Georgia Tech,Louisville,Caesars Sportsbook (Colorado),7,Louisville -7
401520441,South Carolina,Clemson,ESPN Bet,7.5,Clemson -7.5
401520441,South Carolina,Clemson,DraftKings,7,Clemson -7
401520441,South Carolina,Clemson,Bovada,7.5,Clemson -7.5
401523988,Hawai'i,Stanford,Bovada,2.5,Stanford -2.5
401523988,Hawai'i,Stanford,DraftKings,3,Stanford -3
401523988,Hawai'i,Stanford,teamrankings,7,Stanford -7
401523988,Hawai'i,Stanford,Caesars Sportsbook (Colorado),2,Stanford -2
401520179,Tennessee,Virginia,DraftKings,-28,Tennessee -28
401520179,Tennessee,Virginia,Bovada,-27,Tennessee -27.0
401520179,Tennessee,Virginia,teamrankings,-28,Tennessee -28
401520179,Tennessee,Virginia,consensus,-28,Tennessee -28
401520179,Tennessee,Virginia,William Hill (New Jersey),-27.5,Tennessee -27.5
401520444,UTEP,Liberty,DraftKings,17,Liberty -17
401520444,UTEP,Liberty,ESPN Bet,17.5,Liberty -17.5
401520444,UTEP,Liberty,Bovada,18,Liberty -18.0
401520156,Indiana,Ohio State,Bovada,30,Ohio State -30.0
401520156,Indiana,Ohio State,DraftKings,30,Ohio State -30
401520156,Indiana,Ohio State,teamrankings,28,Ohio State -28
401520156,Indiana,Ohio State,consensus,27.5,Ohio State -27.5
401520156,Indiana,Ohio State,William Hill (New Jersey),30,Ohio State -30
401520445,Army,Navy,Bovada,-2.5,Army -2.5
401520445,Army,Navy,ESPN Bet,2.5,Navy -2.5
401520445,Army,Navy,DraftKings,-2,Army -2
401523997,Washington,Boise State,Bovada,-14.5,Washington -14.5
401523997,Washington,Boise State,DraftKings,-14,Washington -14
401523997,Washington,Boise State,teamrankings,-14.5,Washington -14.5
401523997,Washington,Boise State,consensus,-14.5,Washington -14.5
401523997,Washington,Boise State,William Hill (New Jersey),-14,Washington -14
401525435,Notre Dame,Tennessee State,Bovada,-48,Notre Dame -48.0
401525435,Notre Dame,Tennessee State,William Hill (New Jersey),-48.5,Notre Dame -48.5
401540374,South Dakota,North Dakota,ESPN Bet,-2,South Dakota -2
401525895,Iowa State,Texas,Bovada,6.5,Texas -6.5
401525895,Iowa State,Texas,DraftKings,8,Texas -8
401525895,Iowa State,Texas,ESPN Bet,7.5,Texas -7.5
401531840,Southern Miss,Alcorn State,Bovada,-24.5,Southern Miss -24.5
401531840,Southern Miss,Alcorn State,William Hill (New Jersey),-24,Southern Miss -24
401525824,Texas,Rice,Bovada,-35.5,Texas -35.5
401525824,Texas,Rice,DraftKings,-35,Texas -35
401525824,Texas,Rice,teamrankings,-35,Texas -35
401525824,Texas,Rice,William Hill (New Jersey),-35.5,Texas -35.5
401523996,USC,Nevada,Bovada,-38,USC -38.0
401523996,USC,Nevada,DraftKings,-38,USC -38
401523996,USC,Nevada,teamrankings,-38,USC -38
401523996,USC,Nevada,Caesars Sportsbook (Colorado),-37.5,USC -37.5
401520149,Alabama,Middle Tennessee,DraftKings,-39.5,Alabama -39.5
401520149,Alabama,Middle Tennessee,Bovada,-39.5,Alabama -39.5
401520149,Alabama,Middle Tennessee,teamrankings,-39,Alabama -39
401520149,Alabama,Middle Tennessee,William Hill (New Jersey),-39.5,Alabama -39.5
401520169,Penn State,West Virginia,Bovada,-20.5,Penn State -20.5
401520169,Penn State,West Virginia,DraftKings,-20.5,Penn State -20.5
401520169,Penn State,West Virginia,teamrankings,-20.5,Penn State -20.5
401520169,Penn State,West Virginia,consensus,-20.5,Penn State -20.5
401520169,Penn State,West Virginia,Caesars Sportsbook (Colorado),-21,Penn State -21
401520200,Maryland,Charlotte,Bovada,-24.5,Maryland -24.5
401520200,Maryland,Charlotte,DraftKings,-24.5,Maryland -24.5
401520200,Maryland,Charlotte,William Hill (New Jersey),-24.5,Maryland -24.5
401520204,Minnesota,Eastern Michigan,Bovada,-19.5,Minnesota -19.5
401520204,Minnesota,Eastern Michigan,DraftKings,-20,Minnesota -20
401520204,Minnesota,Eastern Michigan,William Hill (New Jersey),-19.5,Minnesota -19.5
401520205,Mississippi State,Arizona,Bovada,-9,Mississippi State -9.0
401520205,Mississippi State,Arizona,DraftKings,-8.5,Mississippi State -8.5
401520205,Mississippi State,Arizona,William Hill (New Jersey),-9,Mississippi State -9
401520210,Rutgers,Temple,Bovada,-7.5,Rutgers -7.5
401520210,Rutgers,Temple,DraftKings,-8,Rutgers -8
401520210,Rutgers,Temple,Caesars Sportsbook (Colorado),-7.5,Rutgers -7.5
401531338,Northern Illinois,Tulsa,Bovada,-4,Northern Illinois -4.0
401531338,Northern Illinois,Tulsa,DraftKings,-4,Northern Illinois -4
401531338,Northern Illinois,Tulsa,William Hill (New Jersey),-3.5,Northern Illinois -3.5
401520217,Washington State,Wisconsin,Bovada,5.5,Wisconsin -5.5
401520217,Washington State,Wisconsin,DraftKings,5.5,Wisconsin -5.5
401520217,Washington State,Wisconsin,William Hill (New Jersey),5,Wisconsin -5
401524001,San Diego State,UCLA,Bovada,13.5,UCLA -13.5
401524001,San Diego State,UCLA,DraftKings,14,UCLA -14
401524001,San Diego State,UCLA,William Hill (New Jersey),13,UCLA -13
401531349,Tulane,Nicholls,William Hill (New Jersey),-38,Tulane -38
401525493,Florida State,Southern Miss,Bovada,-31,Florida State -31.0
401525493,Florida State,Southern Miss,DraftKings,-31,Florida State -31
401525493,Florida State,Southern Miss,William Hill (New Jersey),-31,Florida State -31
401520186,California,Auburn,DraftKings,4.5,Auburn -4.5
401520186,California,Auburn,Bovada,5,Auburn -5.0
401520186,California,Auburn,William Hill (New Jersey),5,Auburn -5
401531423,South Florida,Rice,Bovada,2.5,Rice -2.5
401531423,South Florida,Rice,DraftKings,2.5,Rice -2.5
401531423,South Florida,Rice,William Hill (New Jersey),2.5,Rice -2.5
401523998,Arizona State,Oklahoma State,Bovada,2.5,Oklahoma State -2.5
401523998,Arizona State,Oklahoma State,DraftKings,2.5,Oklahoma State -2.5
401523998,Arizona State,Oklahoma State,William Hill (New Jersey),2.5,Oklahoma State -2.5
401520260,Michigan,Rutgers,DraftKings,-24,Michigan -24
401520260,Michigan,Rutgers,Bovada,-23.5,Michigan -23.5
401520260,Michigan,Rutgers,Caesars Sportsbook (Colorado),-24,Michigan -24
401524003,USC,Stanford,Bovada,-28.5,USC -28.5
401524003,USC,Stanford,DraftKings,-29,USC -29
401524003,USC,Stanford,William Hill (New Jersey),-28.5,USC -28.5
401531428,Memphis,Navy,Bovada,-12,Memphis -12.0
401531428,Memphis,Navy,William Hill (New Jersey),-12.5,Memphis -12.5
401520261,Michigan State,Maryland,Bovada,7.5,Maryland -7.5
401520261,Michigan State,Maryland,DraftKings,7.5,Maryland -7.5
401520261,Michigan State,Maryland,William Hill (New Jersey),7,Maryland -7
401531396,UTSA,Army,Bovada,-7,UTSA -7.0
401531396,UTSA,Army,William Hill (New Jersey),-7,UTSA -7
401532581,Air Force,Utah State,Bovada,-8.5,Air Force -8.5
401532581,Air Force,Utah State,William Hill (New Jersey),-9,Air Force -9
401520272,UConn,Duke,Bovada,22,Duke -22.0
401520272,UConn,Duke,DraftKings,22.5,Duke -22.5
401520272,UConn,Duke,William Hill (New Jersey),22,Duke -22
401520226,Illinois,Penn State,DraftKings,12.5,Penn State -12.5
401520226,Illinois,Penn State,Bovada,14,Penn State -14.0
401520226,Illinois,Penn State,William Hill (New Jersey),14,Penn State -14
401520230,Indiana,Louisville,Bovada,10,Louisville -10.0
401520230,Indiana,Louisville,William Hill (New Jersey),10,Louisville -10
401531413,East Carolina,Gardner-Webb,William Hill (New Jersey),-13,East Carolina -13
401520235,Mississippi State,LSU,Bovada,9.5,LSU -9.5
401520235,Mississippi State,LSU,DraftKings,7.5,LSU -7.5
401520235,Mississippi State,LSU,William Hill (New Jersey),9.5,LSU -9.5
401525500,Boston College,Florida State,Bovada,25,Florida State -25.0
401525500,Boston College,Florida State,William Hill (New Jersey),25.5,Florida State -25.5
401520254,Houston,Sam Houston,Bovada,-11.5,Houston -11.5
401520254,Houston,Sam Houston,DraftKings,-11.5,Houston -11.5
401520254,Houston,Sam Houston,William Hill (New Jersey),-11.5,Houston -11.5
401525504,Old Dominion,Wake Forest,Bovada,14,Wake Forest -14.0
401525504,Old Dominion,Wake Forest,William Hill (New Jersey),13.5,Wake Forest -13.5
401520262,Middle Tennessee,Colorado State,Bovada,-4,Middle Tennessee -4.0
401520262,Middle Tennessee,Colorado State,DraftKings,-3,Middle Tennessee -3
401520262,Middle Tennessee,Colorado State,William Hill (New Jersey),-3.5,Middle Tennessee -3.5
401525838,Ohio,Iowa State,Bovada,2.5,Iowa State -2.5
401525838,Ohio,Iowa State,William Hill (New Jersey),1.5,Iowa State -1.5
401526834,Eastern Michigan,Massachusetts,Bovada,-8,Eastern Michigan -8.0
401526834,Eastern Michigan,Massachusetts,William Hill (New Jersey),-7,Eastern Michigan -7
401525437,Notre Dame,Central Michigan,Bovada,-35,Notre Dame -35.0
401525437,Notre Dame,Central Michigan,William Hill (New Jersey),-34.5,Notre Dame -34.5
401531870,Wyoming,App State,Bovada,-3,Wyoming -3.0
401531870,Wyoming,App State,DraftKings,-3,Wyoming -3
401531870,Wyoming,App State,William Hill (New Jersey),-3,Wyoming -3
401520223,Duke,Northwestern,Bovada,-17,Duke -17.0
401520223,Duke,Northwestern,William Hill (New Jersey),-17,Duke -17
401520265,Penn State,Iowa,Bovada,-14,Penn State -14.0
401520265,Penn State,Iowa,DraftKings,-14.5,Penn State -14.5
401520265,Penn State,Iowa,William Hill (New Jersey),-14,Penn State -14
401520244,South Florida,Alabama,Bovada,34.5,Alabama -34.5
401520244,South Florida,Alabama,William Hill (New Jersey),34,Alabama -34
401520246,UConn,Florida International,Bovada,-7,UConn -7.0
401520246,UConn,Florida International,William Hill (New Jersey),-7,UConn -7
401524009,Oregon State,San Diego State,Bovada,-24.5,Oregon State -24.5
401524009,Oregon State,San Diego State,William Hill (New Jersey),-24.5,Oregon State -24.5
401521330,Notre Dame,Ohio State,Bovada,3,Ohio State -3.0
401521330,Notre Dame,Ohio State,DraftKings,3.5,Ohio State -3.5
401521330,Notre Dame,Ohio State,William Hill (New Jersey),3,Ohio State -3
401525842,Tulsa,Oklahoma,Bovada,28,Oklahoma -28.0
401525842,Tulsa,Oklahoma,William Hill (New Jersey),28,Oklahoma -28
401525515,Georgia Tech,Bowling Green,DraftKings,-22,Georgia Tech -22
401525515,Georgia Tech,Bowling Green,Bovada,-22.5,Georgia Tech -22.5
401525515,Georgia Tech,Bowling Green,William Hill (New Jersey),-21,Georgia Tech -21
401525516,Virginia Tech,Pittsburgh,DraftKings,2.5,Pittsburgh -2.5
401525516,Virginia Tech,Pittsburgh,Bovada,2.5,Pittsburgh -2.5
401525516,Virginia Tech,Pittsburgh,William Hill (New Jersey),3,Pittsburgh -3
401525852,Oklahoma,Iowa State,Bovada,-20,Oklahoma -20.0
401525852,Oklahoma,Iowa State,DraftKings,-20,Oklahoma -20
401525852,Oklahoma,Iowa State,William Hill (New Jersey),-19.5,Oklahoma -19.5
401525853,TCU,West Virginia,DraftKings,-12.5,TCU -12.5
401525853,TCU,West Virginia,Bovada,-11,TCU -11.0
401525853,TCU,West Virginia,William Hill (New Jersey),-14,TCU -14
401525854,Texas,Kansas,Bovada,-17,Texas -17.0
401525854,Texas,Kansas,DraftKings,-16.5,Texas -16.5
401525854,Texas,Kansas,William Hill (New Jersey),-15.5,Texas -15.5
401525855,Texas Tech,Houston,DraftKings,-8.5,Texas Tech -8.5
401525855,Texas Tech,Houston,Bovada,-10,Texas Tech -10.0
401525855,Texas Tech,Houston,William Hill (New Jersey),-8.5,Texas Tech -8.5
401525856,UCF,Baylor,Bovada,-11.5,UCF -11.5
401525856,UCF,Baylor,DraftKings,-12.5,UCF -12.5
401525856,UCF,Baylor,William Hill (New Jersey),-8,UCF -8
401526836,Massachusetts,Arkansas State,DraftKings,-1,Massachusetts -1
401526836,Massachusetts,Arkansas State,Bovada,-1.5,Massachusetts -1.5
401526836,Massachusetts,Arkansas State,William Hill (New Jersey),-2.5,Massachusetts -2.5
401531370,Tulane,UAB,Bovada,-22,Tulane -22.0
401531370,Tulane,UAB,DraftKings,-21.5,Tulane -21.5
401531370,Tulane,UAB,William Hill (New Jersey),-22.5,Tulane -22.5
401531404,SMU,Charlotte,DraftKings,-23.5,SMU -23.5
401531404,SMU,Charlotte,Bovada,-23.5,SMU -23.5
401531404,SMU,Charlotte,William Hill (New Jersey),-22.5,SMU -22.5
401531414,Rice,East Carolina,Bovada,-3,Rice -3.0
401531414,Rice,East Carolina,DraftKings,-3.5,Rice -3.5
401531414,Rice,East Carolina,William Hill (New Jersey),-3.5,Rice -3.5
401531429,Memphis,Boise State,DraftKings,-3.5,Memphis -3.5
401531429,Memphis,Boise State,Bovada,-3.5,Memphis -3.5
401531429,Memphis,Boise State,William Hill (New Jersey),-3,Memphis -3
401531436,North Texas,Abilene Christian,William Hill (New Jersey),-15.5,North Texas -15.5
401531878,Georgia Southern,Coastal Carolina,Bovada,-6,Georgia Southern -6.0
401531878,Georgia Southern,Coastal Carolina,DraftKings,-6.5,Georgia Southern -6.5
401531878,Georgia Southern,Coastal Carolina,William Hill (New Jersey),-6,Georgia Southern -6
401531879,Georgia State,Troy,Bovada,-1,Georgia State -1.0
401531879,Georgia State,Troy,DraftKings,-1.5,Georgia State -1.5
401531879,Georgia State,Troy,William Hill (New Jersey),-1,Georgia State -1
401531880,James Madison,South Alabama,DraftKings,-3,James Madison -3
401531880,James Madison,South Alabama,Bovada,-3.5,James Madison -3.5
401531880,James Madison,South Alabama,William Hill (New Jersey),-1,James Madison -1
401520284,Minnesota,Louisiana,Bovada,-10,Minnesota -10.0
401520284,Minnesota,Louisiana,DraftKings,-11,Minnesota -11
401520284,Minnesota,Louisiana,William Hill (New Jersey),-9.5,Minnesota -9.5
401531424,Navy,South Florida,DraftKings,-3,Navy -3
401531424,Navy,South Florida,Bovada,-4,Navy -4.0
401531424,Navy,South Florida,William Hill (New Jersey),-4,Navy -4
401520299,Florida,Vanderbilt,Bovada,-18.5,Florida -18.5
401520299,Florida,Vanderbilt,DraftKings,-18.5,Florida -18.5
401520299,Florida,Vanderbilt,William Hill (New Jersey),-18,Florida -18
401520303,Minnesota,Michigan,DraftKings,18,Michigan -18
401520303,Minnesota,Michigan,Bovada,18.5,Michigan -18.5
401520303,Minnesota,Michigan,William Hill (New Jersey),18.5,Michigan -18.5
401520304,Mississippi State,Western Michigan,Bovada,-21,Mississippi State -21.0
401520304,Mississippi State,Western Michigan,DraftKings,-20.5,Mississippi State -20.5
401520304,Mississippi State,Western Michigan,William Hill (New Jersey),-21.5,Mississippi State -21.5
401520307,Ohio State,Maryland,Bovada,-17,Ohio State -17.0
401520307,Ohio State,Maryland,DraftKings,-20,Ohio State -20
401520307,Ohio State,Maryland,William Hill (New Jersey),-17,Ohio State -17
401532597,Nevada,UNLV,Bovada,7.5,UNLV -7.5
401532597,Nevada,UNLV,DraftKings,8,UNLV -8
401532597,Nevada,UNLV,William Hill (New Jersey),7.5,UNLV -7.5
401520310,Texas A&M,Alabama,DraftKings,1,Alabama -1
401520310,Texas A&M,Alabama,Bovada,2.5,Alabama -2.5
401520310,Texas A&M,Alabama,William Hill (New Jersey),2.5,Alabama -2.5
401532598,Air Force,Wyoming,Bovada,-13,Air Force -13.0
401532598,Air Force,Wyoming,DraftKings,-11.5,Air Force -11.5
401532598,Air Force,Wyoming,William Hill (New Jersey),-12.5,Air Force -12.5
401525517,Clemson,Wake Forest,Bovada,-21,Clemson -21.0
401525517,Clemson,Wake Forest,DraftKings,-21,Clemson -21
401525517,Clemson,Wake Forest,William Hill (New Jersey),-21,Clemson -21
401524031,Notre Dame,USC,Bovada,-3,Notre Dame -3.0
401524031,Notre Dame,USC,DraftKings,-2.5,Notre Dame -2.5
401524031,Notre Dame,USC,William Hill (New Jersey),-3,Notre Dame -3
401532595,Hawai'i,San Diego State,DraftKings,6,San Diego State -6
401532595,Hawai'i,San Diego State,Bovada,6,San Diego State -6.0
401532595,Hawai'i,San Diego State,William Hill (New Jersey),6,San Diego State -6
401520330,Liberty,Middle Tennessee,Bovada,-16,Liberty -16.0
401520330,Liberty,Middle Tennessee,DraftKings,-14,Liberty -14
401520330,Liberty,Middle Tennessee,William Hill (New Jersey),-16,Liberty -16
401520329,Jacksonville State,Western Kentucky,Bovada,7.5,Western Kentucky -7.5
401520329,Jacksonville State,Western Kentucky,DraftKings,7,Western Kentucky -7
401520329,Jacksonville State,Western Kentucky,William Hill (New Jersey),7.5,Western Kentucky -7.5
401531892,South Alabama,Southern Miss,DraftKings,-17,South Alabama -17
401531892,South Alabama,Southern Miss,Bovada,-18.5,South Alabama -18.5
401531892,South Alabama,Southern Miss,William Hill (New Jersey),-18.5,South Alabama -18.5
401520331,Sam Houston,Florida International,Bovada,-5.5,Sam Houston -5.5
401520331,Sam Houston,Florida International,DraftKings,-5.5,Sam Houston -5.5
401520331,Sam Houston,Florida International,William Hill (New Jersey),-6,Sam Houston -6
401520332,UTEP,New Mexico State,Bovada,3,New Mexico State -3.0
401520332,UTEP,New Mexico State,DraftKings,1,New Mexico State -1
401520332,UTEP,New Mexico State,William Hill (New Jersey),3,New Mexico State -3
401531341,Tulsa,Rice,Bovada,-3.5,Tulsa -3.5
401531341,Tulsa,Rice,DraftKings,-3,Tulsa -3
401531341,Tulsa,Rice,William Hill (New Jersey),-3,Tulsa -3
401531893,Marshall,James Madison,Bovada,5,James Madison -5.0
401531893,Marshall,James Madison,DraftKings,1,James Madison -1
401531893,Marshall,James Madison,William Hill (New Jersey),5,James Madison -5
401531391,Temple,SMU,Bovada,24,SMU -24.0
401531391,Temple,SMU,DraftKings,22.5,SMU -22.5
401531391,Temple,SMU,William Hill (New Jersey),24,SMU -24
401524035,Oregon,Washington State,Bovada,-19,Oregon -19.0
401524035,Oregon,Washington State,DraftKings,-20,Oregon -20
401524035,Oregon,Washington State,William Hill (New Jersey),-19.5,Oregon -19.5
401524036,Stanford,UCLA,Bovada,17,UCLA -17.0
401524036,Stanford,UCLA,DraftKings,17,UCLA -17
401524036,Stanford,UCLA,William Hill (New Jersey),17,UCLA -17
401524038,Washington,Arizona State,DraftKings,-27.5,Washington -27.5
401524038,Washington,Arizona State,Bovada,-28,Washington -28.0
401524038,Washington,Arizona State,William Hill (New Jersey),-28,Washington -28
401525531,North Carolina,Virginia,Bovada,-24,North Carolina -24.0
401525531,North Carolina,Virginia,DraftKings,-24,North Carolina -24
401525531,North Carolina,Virginia,William Hill (New Jersey),-24,North Carolina -24
401525869,Houston,Texas,Bovada,23,Texas -23.0
401525869,Houston,Texas,DraftKings,23.5,Texas -23.5
401525869,Houston,Texas,William Hill (New Jersey),24,Texas -24
401525871,Oklahoma,UCF,Bovada,-17,Oklahoma -17.0
401525871,Oklahoma,UCF,DraftKings,-17.5,Oklahoma -17.5
401525871,Oklahoma,UCF,William Hill (New Jersey),-17,Oklahoma -17
401540519,Drake,Presbyterian,ESPN Bet,-14.5,Drake -14.5
401531895,Old Dominion,App State,Bovada,6,App State -6.0
401531895,Old Dominion,App State,DraftKings,5.5,App State -5.5
401531895,Old Dominion,App State,William Hill (New Jersey),6,App State -6
401531896,Arkansas State,Coastal Carolina,Bovada,8.5,Coastal Carolina -8.5
401531896,Arkansas State,Coastal Carolina,DraftKings,9,Coastal Carolina -9
401531896,Arkansas State,Coastal Carolina,William Hill (New Jersey),8.5,Coastal Carolina -8.5
401531897,Louisiana,Georgia State,DraftKings,-3.5,Louisiana -3.5
401531897,Louisiana,Georgia State,Bovada,-3,Louisiana -3.0
401531897,Louisiana,Georgia State,William Hill (New Jersey),-3,Louisiana -3
401532426,Northern Illinois,Eastern Michigan,Bovada,-12,Northern Illinois -12.0
401532426,Northern Illinois,Eastern Michigan,DraftKings,-12,Northern Illinois -12
401532426,Northern Illinois,Eastern Michigan,William Hill (New Jersey),-11.5,Northern Illinois -11.5
401532427,Miami (OH),Toledo,Bovada,2.5,Toledo -2.5
401532427,Miami (OH),Toledo,DraftKings,2,Toledo -2
401532427,Miami (OH),Toledo,William Hill (New Jersey),2,Toledo -2
401540352,Missouri State,Northern Iowa,ESPN Bet,6.5,Northern Iowa -6.5
401540502,UT Martin,Southeast Missouri State,ESPN Bet,-3,UT Martin -3
401540387,North Dakota State,Southern Illinois,ESPN Bet,-8,North Dakota State -8
401540381,Nicholls,Lamar,ESPN Bet,-14.5,Nicholls -14.5
401540436,East Texas A&M,SE Louisiana,ESPN Bet,10,SE Louisiana -10
401540191,Central Arkansas,Eastern Kentucky,ESPN Bet,-9.5,Central Arkansas -9.5
401532447,Miami (OH),Buffalo,DraftKings,-8.5,Miami (OH) -8.5
401532447,Miami (OH),Buffalo,Bovada,-7.5,Miami (OH) -7.5
401532447,Miami (OH),Buffalo,ESPN Bet,-7.5,Miami (OH) -7.5
401525553,Pittsburgh,Boston College,Bovada,-2.5,Pittsburgh -2.5
401525553,Pittsburgh,Boston College,DraftKings,-1,Pittsburgh -1
401531401,UTSA,South Florida,DraftKings,-15.5,UTSA -15.5
401531401,UTSA,South Florida,Bovada,-14.5,UTSA -14.5
401531401,UTSA,South Florida,ESPN Bet,-14.5,UTSA -14.5
401524057,Washington State,Colorado,DraftKings,-5.5,Washington State -5.5
401524057,Washington State,Colorado,Bovada,-4,Washington State -4.0
401524057,Washington State,Colorado,ESPN Bet,-4.5,Washington State -4.5
401520405,Indiana,Michigan State,Bovada,-3.5,Indiana -3.5
401520405,Indiana,Michigan State,DraftKings,-4.5,Indiana -4.5
401520405,Indiana,Michigan State,ESPN Bet,-3.5,Indiana -3.5
401520406,Iowa,Illinois,Bovada,-3,Iowa -3.0
401520406,Iowa,Illinois,DraftKings,-3.5,Iowa -3.5
401520406,Iowa,Illinois,ESPN Bet,-2.5,Iowa -2.5
401520410,Maryland,Michigan,DraftKings,21,Michigan -21
401520410,Maryland,Michigan,Bovada,17.5,Michigan -17.5
401520410,Maryland,Michigan,ESPN Bet,17.5,Michigan -17.5
401520413,Missouri,Florida,DraftKings,-10.5,Missouri -10.5
401520413,Missouri,Florida,Bovada,-12.5,Missouri -12.5
401520413,Missouri,Florida,ESPN Bet,-12.5,Missouri -12.5
401520414,Northwestern,Purdue,DraftKings,-1,Northwestern -1
401520414,Northwestern,Purdue,Bovada,-2.5,Northwestern -2.5
401520414,Northwestern,Purdue,ESPN Bet,-2.5,Northwestern -2.5
401520415,Ohio State,Minnesota,DraftKings,-28,Ohio State -28
401520415,Ohio State,Minnesota,Bovada,-27.5,Ohio State -27.5
401520415,Ohio State,Minnesota,ESPN Bet,-27.5,Ohio State -27.5
401520417,Penn State,Rutgers,DraftKings,-19.5,Penn State -19.5
401520417,Penn State,Rutgers,Bovada,-19.5,Penn State -19.5
401520417,Penn State,Rutgers,ESPN Bet,-19.5,Penn State -19.5
401520419,Tennessee,Georgia,ESPN Bet,8.5,Georgia -8.5
401520419,Tennessee,Georgia,DraftKings,10,Georgia -10
401520419,Tennessee,Georgia,Bovada,9,Georgia -9.0
401524058,Arizona,Utah,Bovada,-2.5,Arizona -2.5
401524058,Arizona,Utah,DraftKings,1,Utah -1
401524058,Arizona,Utah,ESPN Bet,-2.5,Arizona -2.5
401524059,Arizona State,Oregon,DraftKings,22,Oregon -22
401524059,Arizona State,Oregon,Bovada,24.5,Oregon -24.5
401524059,Arizona State,Oregon,ESPN Bet,21.5,Oregon -21.5
401524060,Oregon State,Washington,DraftKings,1,Washington -1
401524060,Oregon State,Washington,Bovada,-1,Oregon State -1.0
401524060,Oregon State,Washington,ESPN Bet,-1.5,Oregon State -1.5
401532453,Kent State,Northern Illinois,DraftKings,18.5,Northern Illinois -18.5
401532453,Kent State,Northern Illinois,Bovada,20.5,Northern Illinois -20.5
401532453,Kent State,Northern Illinois,ESPN Bet,20.5,Northern Illinois -20.5
401531406,East Carolina,Charlotte,DraftKings,-6.5,East Carolina -6.5
401531406,East Carolina,Charlotte,Bovada,-6,East Carolina -6.0
401531406,East Carolina,Charlotte,William Hill (New Jersey),-6,East Carolina -6
401540621,The Citadel,Wofford,ESPN Bet,3.5,Wofford -3.5
401540122,Mississippi Valley State,Alabama State,ESPN Bet,14,Alabama State -14
401540131,Texas Southern,Alcorn State,ESPN Bet,5.5,Alcorn State -5.5
401540169,Southern,Prairie View A&M,ESPN Bet,-9.5,Southern -9.5
401540218,Abilene Christian,Tarleton State,ESPN Bet,6,Tarleton State -6
401540242,Montana State,Eastern Washington,ESPN Bet,-19.5,Montana State -19.5
401540249,Weber State,Idaho,ESPN Bet,10.5,Idaho -10.5
401540211,Stephen F. Austin,Southern Utah,ESPN Bet,2,Southern Utah -2
401540257,Idaho State,UC Davis,ESPN Bet,11.5,UC Davis -11.5
401532398,Toledo,Texas Southern,DraftKings,-38,Toledo -38
401532398,Toledo,Texas Southern,William Hill (New Jersey),-40.5,Toledo -40.5
401520183,Alabama,Texas,Bovada,-7.5,Alabama -7.5
401520183,Alabama,Texas,DraftKings,-7,Alabama -7
401520183,Alabama,Texas,William Hill (New Jersey),-7,Alabama -7
401520203,Michigan State,Richmond,DraftKings,-29.5,Michigan State -29.5
401520203,Michigan State,Richmond,William Hill (New Jersey),-29.5,Michigan State -29.5
401532580,Wyoming,Portland State,DraftKings,-28,Wyoming -28
401532580,Wyoming,Portland State,William Hill (New Jersey),-28,Wyoming -28
401525496,Pittsburgh,Cincinnati,Bovada,-6.5,Pittsburgh -6.5
401525496,Pittsburgh,Cincinnati,DraftKings,-6.5,Pittsburgh -6.5
401525496,Pittsburgh,Cincinnati,William Hill (New Jersey),-6.5,Pittsburgh -6.5
401524018,Washington,California,Bovada,-20,Washington -20.0
401524018,Washington,California,DraftKings,-20.5,Washington -20.5
401524018,Washington,California,William Hill (New Jersey),-21,Washington -21
401524017,Utah,UCLA,Bovada,-3,Utah -3.0
401524017,Utah,UCLA,DraftKings,-5.5,Utah -5.5
401524017,Utah,UCLA,William Hill (New Jersey),-3,Utah -3
401524015,Oregon,Colorado,Bovada,-21,Oregon -21.0
401524015,Oregon,Colorado,DraftKings,-21,Oregon -21
401524015,Oregon,Colorado,William Hill (New Jersey),-21,Oregon -21
401520258,LSU,Arkansas,DraftKings,-17.5,LSU -17.5
401520258,LSU,Arkansas,Bovada,-18,LSU -18.0
401520258,LSU,Arkansas,William Hill (New Jersey),-17.5,LSU -17.5
401524019,Washington State,Oregon State,Bovada,3,Oregon State -3.0
401524019,Washington State,Oregon State,DraftKings,3,Oregon State -3
401524019,Washington State,Oregon State,William Hill (New Jersey),3,Oregon State -3
401524032,Oregon State,UCLA,DraftKings,-3.5,Oregon State -3.5
401524032,Oregon State,UCLA,Bovada,-4,Oregon State -4.0
401524032,Oregon State,UCLA,William Hill (New Jersey),-3.5,Oregon State -3.5
